UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
4837,L52016,1,1.6474043052542235,1.2094684516603051,-1.2482272256446751,2.208279375113212,-1.0361351346649996,1,0,1,0,0,0
4838,H34251,0,1.6474043052542235,1.2094684516603051,1.4905798578264167,-1.2325816110719694,-1.004713772300062,0,0,0,0,0,0
4839,H34252,0,1.6474043052542235,1.2094684516603051,0.6148309533356602,-1.0620433114651238,-0.9261603663877181,0,0,0,0,0,0
4840,H34253,0,1.6974003388818448,1.276869337265834,-0.7629396161497974,1.0044796131825364,-0.8476069604753741,0,0,0,0,0,0
4841,L52020,1,1.6974003388818448,1.276869337265834,-1.3430535401436743,2.398881004085569,-0.7690535545630302,1,0,1,0,0,0
4842,M19701,2,1.6474043052542235,1.2094684516603051,-0.5453968946520936,0.492864714361999,-0.7376321921980925,0,0,0,0,0,0
4843,M19702,2,1.6474043052542235,1.2094684516603051,-0.2776520066549196,0.9442896250860024,-0.6905001486506861,0,0,0,0,0,0
4844,L52023,1,1.6474043052542235,1.2094684516603051,1.6913885238242972,-1.5535948809201496,-0.6433681051032797,0,0,0,0,0,0
4845,M19704,2,1.6974003388818448,1.2094684516603051,-1.2426492071447341,1.0947645953273368,-0.6119467427383422,1,0,1,0,0,0
4846,M19705,2,1.6474043052542235,1.2094684516603051,0.24668173233954604,-0.6708083888376544,-0.5648146991909357,0,0,0,0,0,0
4847,M19706,2,1.6474043052542235,1.2094684516603051,0.051451084841606695,-0.6507450594721428,-0.5176826556435293,0,0,0,0,0,0
4848,L52027,1,1.6974003388818448,1.276869337265834,-0.5844430241516815,0.4627697203137324,-0.4705506120961229,0,0,0,0,0,0
4849,H34262,0,1.7473963725094943,1.3442702228714007,-0.7908297086495031,1.2953978889824496,-0.43912924973118533,0,0,0,0,0,0
4850,M19709,2,1.7473963725094943,1.3442702228714007,-0.35574426565409534,0.2922314207068864,-0.36057584381884134,0,0,0,0,0,0
4851,L52030,1,1.7473963725094943,1.3442702228714007,-0.5453968946520936,1.686632811609919,-0.3134438002714349,0,0,0,0,0,0
4852,L52031,1,1.847388439764765,1.4116711084769678,-0.9804823376475013,1.1850495774721375,-0.28202243790649734,1,0,1,0,0,0
4853,L52032,1,1.847388439764765,1.4790719940824966,0.4474903983374265,-0.5103017539135641,-0.25060107554155975,0,0,0,0,0,0
4854,L52033,1,1.847388439764765,1.4790719940824966,-0.2888080436548019,-0.6005867360583647,-0.21917971317662213,0,0,0,0,0,0
4855,L52034,1,1.847388439764765,1.4790719940824966,0.16301145484042917,-0.6206500654238761,-0.18775835081168452,0,0,0,0,0,0
4856,L52035,1,1.847388439764765,1.5464728796880634,-0.9135461156482078,0.6232763552378227,-0.15633698844674693,0,0,0,0,0,0
4857,M19716,2,1.797392406137144,1.5464728796880634,0.8881538598327753,-0.8714416824927665,-0.12491562608180933,0,0,0,0,0,0
4858,L52037,1,1.847388439764765,1.5464728796880634,0.3749761578381919,-0.2595101368446733,-0.07778358253440293,0,0,0,0,0,0
4859,L52038,1,1.847388439764765,1.5464728796880634,-1.058574596646677,1.1047962600100927,-0.046362220169465326,0,0,0,0,0,0
4860,L52039,1,1.847388439764765,1.6138737652935922,-0.021063155657627914,-0.13913016065160544,-0.014940857804527726,0,0,0,0,0,0
4861,M19720,2,1.797392406137144,1.6138737652935922,-0.19398172915580275,0.9543212897687582,0.016480504560409875,0,0,0,0,0,0
4862,L52041,1,1.7473963725094943,1.5464728796880634,2.271502447818174,-1.894671480133841,0.06361254810781627,0,0,0,0,0,0
4863,L52042,1,1.7473963725094943,1.4116711084769678,-1.1868690221453229,1.5762845000996077,0.09503391047275388,0,0,0,0,0,0
4864,M19723,2,1.797392406137144,1.5464728796880634,2.098583874319999,-1.7742915039407734,0.12645527283769148,0,0,0,0,0,0
4865,L52044,1,1.797392406137144,1.5464728796880634,-0.48961670965268234,0.3423897441206646,0.17358731638509786,0,0,0,0,0,0
4866,M19725,2,1.7473963725094943,1.5464728796880634,0.47538049083713213,-0.5203334185963199,0.20500867875003548,0,0,0,0,0,0
4867,L52046,1,1.797392406137144,1.6138737652935922,1.3511293953278887,-1.1322649642444131,0.2521407222974419,0,0,0,0,0,0
4868,L52047,1,1.797392406137144,1.6812746508991592,-1.0808866706464415,1.4157778651755175,0.2835620846623795,0,0,0,0,0,0
4869,L52048,1,1.797392406137144,1.6138737652935922,-0.6736913201507394,0.6032130258723112,0.31498344702731707,0,0,0,0,0,0
4870,L52049,1,1.847388439764765,1.6138737652935922,0.9997142298315977,-1.352961587265037,0.34640480939225465,0,0,0,0,0,0
4871,M19730,2,1.847388439764765,1.6138737652935922,0.51442662033672,-1.1523282936099244,0.37782617175719224,0,0,0,0,0,0
4872,L52051,1,1.847388439764765,1.6138737652935922,-0.14377956265633265,0.011344809589729025,0.42495821530459865,0,0,0,0,0,0
4873,L52052,1,1.847388439764765,1.6138737652935922,-1.2426492071447341,1.9374244286788098,0.45637957766953624,0,0,0,0,0,0
4874,M19733,2,1.847388439764765,1.6138737652935922,-0.3613222841540365,-0.1190668312860946,0.4878009400344739,0,0,0,0,0,0
4875,L52054,1,1.8973844733924148,1.6812746508991592,0.4474903983374265,-0.9115683412237894,0.5349329835818802,0,0,0,0,0,0
4876,L52055,1,1.847388439764765,1.6138737652935922,0.9104659338325398,-0.8814733471755224,0.5663543459468179,0,0,0,0,0,0
4877,M19736,2,1.847388439764765,1.6138737652935922,0.006826936842077707,-0.2595101368446733,0.5977757083117554,0,0,0,0,0,0
4878,M19737,2,1.847388439764765,1.6138737652935922,0.04029504784172445,-0.6306817301066312,0.6449077518591618,0,0,0,0,0,0
4879,L52058,1,1.847388439764765,1.6138737652935922,-1.064152615146618,1.1047962600100927,0.6920397954065682,0,0,0,0,0,0
4880,H34293,0,1.847388439764765,1.6812746508991592,-0.10473343315674477,-0.44008010113427437,0.7234611577715059,0,0,0,0,0,0
4881,M19740,2,1.8973844733924148,1.748675536504726,-0.0656873036571569,0.1919147738793301,0.8020145636838498,0,0,0,0,0,0
4882,M19741,2,1.8973844733924148,1.748675536504726,-0.7406275421500329,0.7135613373826232,0.8491466072312562,0,0,0,0,0,0
4883,L52062,1,1.847388439764765,1.6812746508991592,-0.42825850615332994,0.6232763552378227,0.8962786507786626,0,0,0,0,0,0
4884,M19743,2,1.8973844733924148,1.748675536504726,0.8100616008335996,-1.0720749761478792,0.9277000131436003,0,0,0,0,0,0
4885,H34298,0,1.8973844733924148,1.6812746508991592,0.6482990643353069,-1.2024866170237025,0.9748320566910067,0,0,0,0,0,0
4886,H34299,0,1.8973844733924148,1.6812746508991592,1.1670547848298316,-1.4934048928236157,1.0533854626033508,0,0,0,0,0,0
4887,L52066,1,1.8973844733924148,1.6812746508991592,-0.9302801711480311,0.5731180318240445,1.1319388685156946,0,0,0,0,0,0
4888,L52067,1,1.847388439764765,1.6812746508991592,-0.3222761546544486,-0.6708083888376544,1.1633602308806323,0,0,0,0,0,0
4889,L52068,1,1.847388439764765,1.6138737652935922,-0.14935758115627376,-0.07894017255507152,1.1947815932455699,0,0,0,0,0,0
4890,L52069,1,1.847388439764765,1.6812746508991592,0.5200046388366611,-0.33976345430671806,1.2262029556105074,0,0,0,0,0,0
4891,L52070,1,1.847388439764765,1.6138737652935922,-0.07684334065703916,0.3925480675344427,1.2576243179754452,0,0,0,0,0,0
4892,M19751,2,1.847388439764765,1.5464728796880634,1.2116789328293605,-1.3629932519477927,1.2890456803403827,0,0,0,0,0,0
4893,L52072,1,1.847388439764765,1.5464728796880634,2.137630003819587,-1.6940381864787284,1.336177723887789,0,0,0,0,0,0
4894,M19753,2,1.8973844733924148,1.6812746508991592,-0.5063507651525057,0.4326747262654651,1.3675990862527267,0,0,0,0,0,0
4895,H34308,0,1.8973844733924148,1.6812746508991592,-0.5119287836524469,0.663403013968845,1.414731129800133,0,0,0,0,0,0
4896,M19755,2,1.8973844733924148,1.6138737652935922,0.32477399133872176,-0.6607767241548985,1.493284535712477,0,0,0,0,0,0
4897,M19756,2,1.847388439764765,1.6138737652935922,0.5757848238360723,-0.7711250356652106,1.5404165792598834,0,0,0,0,0,0
4898,H34311,0,1.8973844733924148,1.6812746508991592,-0.07684334065703916,-0.1993201487481394,1.58754862280729,0,0,0,0,0,0
4899,H34312,0,1.797392406137144,1.6138737652935922,-0.4394145431532122,1.375651206444495,1.6661020287196338,0,0,0,0,0,0
4900,L52079,1,1.797392406137144,1.5464728796880634,3.5098225548051034,-2.2357480793475326,1.7446554346319778,0,0,0,0,0,0
4901,L52080,1,1.797392406137144,1.6138737652935922,-0.8410318751489732,0.1919147738793301,1.7760767969969153,0,0,0,0,0,0
4902,M19761,2,1.797392406137144,1.5464728796880634,0.5088486018367788,-0.7610933709824549,1.807498159361853,0,0,0,0,0,0
4903,L52082,1,1.797392406137144,1.5464728796880634,0.4307563428376031,-1.0720749761478792,1.8546302029092594,0,0,0,0,0,0
4904,L52083,1,1.797392406137144,1.6138737652935922,3.8668157388013356,-2.3260330614923332,-1.6959837443286894,0,0,0,0,0,0
4905,H34318,0,1.797392406137144,1.6138737652935922,-0.32785417315438975,1.074701265961826,-1.6645623819637516,0,0,0,0,0,0
4906,L52085,1,1.797392406137144,1.6138737652935922,-0.9804823376475013,1.315461218347961,-1.5860089760514078,0,0,0,0,0,0
4907,H34320,0,1.797392406137144,1.6138737652935922,-0.5732869871517992,0.5630863671412888,-1.55458761368647,0,0,0,0,0,0
4908,M19767,2,1.797392406137144,1.6812746508991592,0.38055417633813304,-0.6306817301066312,-1.4760342077741262,0,0,0,0,0,0
4909,M19768,2,1.797392406137144,1.6812746508991592,-0.4449925616531533,0.8239096488929353,-1.4289021642267197,0,0,0,0,0,0
4910,L52089,1,1.7473963725094943,1.6138737652935922,-0.3222761546544486,0.3724847381689319,-1.3817701206793134,0,0,0,0,0,0
4911,M19770,2,1.7473963725094943,1.6138737652935922,0.3749761578381919,-0.8313150237617443,-1.3503487583143756,0,0,0,0,0,0
4912,L52091,1,1.7473963725094943,1.5464728796880634,0.7933275453337761,-1.021916652734101,-1.3032167147669693,0,0,0,0,0,0
4913,L52092,1,1.7473963725094943,1.4790719940824966,-0.1549355996562149,-0.28960513089293993,-1.2717953524020318,0,0,0,0,0,0
4914,M19773,2,1.7473963725094943,1.5464728796880634,0.3024619173389573,-0.48020675986529676,-1.240373990037094,0,0,0,0,0,0
4915,M19774,2,1.7473963725094943,1.5464728796880634,-0.037797211157451285,0.17185144451381926,-1.1932419464896877,0,0,0,0,0,0
4916,H34329,0,1.7473963725094943,1.5464728796880634,-0.8521879121488554,0.9041629663549801,-1.1461099029422812,0,0,0,0,0,0
4917,H34330,0,1.6974003388818448,1.5464728796880634,1.2841931733285952,-1.2125182817064584,-1.0675564970299374,0,0,0,0,0,0
4918,M19777,2,1.6974003388818448,1.4790719940824966,0.12396532534084131,-0.17925681938262783,-0.9890030911175933,0,0,0,0,0,0
4919,L52098,1,1.6474043052542235,1.4790719940824966,-0.4561485986530356,0.07153479768626296,-0.9418710475701869,0,0,0,0,0,0
4920,L52099,1,1.6474043052542235,1.4790719940824966,-0.1828256921559205,0.0013131449069732513,-0.9104496852052493,0,0,0,0,0,0
4921,L52100,1,1.6974003388818448,1.4790719940824966,-1.1255108186459706,2.9506225616371293,-0.8790283228403117,1,0,0,1,0,0
4922,L52101,1,1.6974003388818448,1.5464728796880634,-1.4044117436430266,1.4859995179548064,-0.8476069604753741,0,0,0,0,0,0
4923,M19782,2,1.6974003388818448,1.4790719940824966,0.425178324337662,-0.43004843645151863,-0.8161855981104366,0,0,0,0,0,0
4924,M19783,2,1.6974003388818448,1.4790719940824966,2.4165309288166434,-1.653911527747706,-0.7690535545630302,0,0,0,0,0,0
4925,H34338,0,1.6974003388818448,1.5464728796880634,-0.09357739615686253,0.21197810324484165,-0.7219215110156237,0,0,0,0,0,0
4926,L52105,1,1.6974003388818448,1.5464728796880634,0.787749526833835,-0.9416633352720559,-0.6433681051032797,0,0,0,0,0,0
4927,L52106,1,1.6974003388818448,1.5464728796880634,-0.20513776615568502,-0.399953442403252,-0.6119467427383422,0,0,0,0,0,0
4928,M19787,2,1.7473963725094943,1.5464728796880634,0.02356099234190108,-0.6708083888376544,-0.5805253803734045,0,0,0,0,0,0
4929,L52108,1,1.7473963725094943,1.5464728796880634,0.25225975083948715,-0.48020675986529676,-0.5333933368259981,0,0,0,0,0,0
4930,L52109,1,1.7473963725094943,1.6138737652935922,-1.1087767631461471,0.45273805563097663,-0.5019719744610606,0,0,0,0,0,0
4931,L52110,1,1.6974003388818448,1.5464728796880634,0.692923212334836,-0.6106184007411204,-0.4705506120961229,0,0,0,0,0,0
4932,M19791,2,1.6474043052542235,1.4116711084769678,0.8602637673330696,-1.0018533233685898,-0.43912924973118533,0,0,0,0,0,0
4933,L52112,1,1.6474043052542235,1.4116711084769678,-0.6736913201507394,0.4728013849964882,-0.3919972061837789,0,0,0,0,0,0
4934,H34347,0,1.6974003388818448,1.4790719940824966,0.08491919584125344,-0.31970012494120725,-0.36057584381884134,0,0,0,0,0,0
4935,L52114,1,1.6974003388818448,1.4790719940824966,0.22994767683972267,-0.42001677176876356,-0.28202243790649734,0,0,0,0,0,0
4936,L52115,1,1.6974003388818448,1.5464728796880634,-0.33343219165433086,0.28219975602413067,-0.25060107554155975,0,0,0,0,0,0
4937,L52116,1,1.7473963725094943,1.6138737652935922,-1.42114579914285,3.071002537830196,-0.21917971317662213,1,0,0,1,0,0
4938,L52117,1,1.6974003388818448,1.5464728796880634,0.006826936842077707,-0.12909849596884967,-0.18775835081168452,0,0,0,0,0,0
4939,M19798,2,1.7473963725094943,1.6138737652935922,0.3749761578381919,-0.991821658685834,-0.15633698844674693,0,0,0,0,0,0
4940,L52119,1,1.797392406137144,1.6812746508991592,-1.4099897621429678,2.2484060338442347,-0.10920494489934052,0,0,0,0,0,0
4941,L52120,1,1.797392406137144,1.748675536504726,-0.20513776615568502,-0.04884517850680491,-0.07778358253440293,0,0,0,0,0,0
4942,M19801,2,1.797392406137144,1.8160764221102548,0.8937318783327164,-0.8513783531272554,-0.046362220169465326,0,0,0,0,0,0
4943,L52122,1,1.7473963725094943,1.748675536504726,0.3526640838384274,-0.5805234066928531,0.0007698233779410748,0,0,0,0,0,0
4944,H34357,0,1.797392406137144,1.748675536504726,-0.5732869871517992,0.20194643856208588,0.03219118574287867,0,0,0,0,0,0
4945,M19804,2,1.797392406137144,1.8160764221102548,1.2618810993288305,-1.2526449404374806,0.11074459165522267,0,0,0,0,0,0
4946,L52125,1,1.797392406137144,1.8160764221102548,-0.6736913201507394,0.4126113968999543,0.15787663520262907,0,0,0,0,0,0
4947,M19806,2,1.847388439764765,1.8160764221102548,0.7263913233344828,-0.8313150237617443,0.18929799756756668,0,0,0,0,0,0
4948,L52127,1,1.847388439764765,1.8160764221102548,-0.8019857456493853,1.3957145358100058,0.23643004111497307,0,0,0,0,0,0
4949,M19808,2,1.8973844733924148,1.8160764221102548,-0.21629380315556726,0.17185144451381926,0.26785140347991065,0,0,0,0,0,0
4950,M19809,2,1.8973844733924148,1.8160764221102548,0.09049721434119457,-0.6607767241548985,0.31498344702731707,0,0,0,0,0,0
4951,M19810,2,1.8973844733924148,1.8160764221102548,2.1208959483197636,-1.9849564622786418,0.3621154905747235,0,0,0,0,0,0
4952,L52131,1,1.8973844733924148,1.8160764221102548,0.31919597283878065,-0.33976345430671806,0.4092475341221299,0,0,0,0,0,0
4953,M19812,2,1.8973844733924148,1.8160764221102548,-0.9191241341481489,1.3656195417617392,0.4406688964870675,0,0,0,0,0,0
4954,L52133,1,1.847388439764765,1.6812746508991592,0.7319693418344239,-1.3930882459960594,0.4878009400344739,0,0,0,0,0,0
4955,L52134,1,1.847388439764765,1.748675536504726,0.9104659338325398,-1.0921383055133904,0.5192223023994115,0,0,0,0,0,0
4956,M19815,2,1.8973844733924148,1.6812746508991592,-0.9637482821476778,0.5129280437275106,0.5506436647643491,0,0,0,0,0,0
4957,M19816,2,1.8973844733924148,1.6812746508991592,4.491553810794741,-2.4865396964164233,0.5977757083117554,0,0,0,0,0,0
4958,M19817,2,1.8973844733924148,1.748675536504726,1.278615154828654,-1.6137848690166836,0.6449077518591618,0,0,0,0,0,0
4959,L52138,1,1.8973844733924148,1.6812746508991592,-0.0879993776569214,0.7035296726998674,0.6920397954065682,0,0,0,0,0,0
4960,L52139,1,1.8973844733924148,1.748675536504726,1.0945405443305969,-1.4131515753615709,0.7234611577715059,0,0,0,0,0,0
4961,L52140,1,1.9473805070200358,1.8160764221102548,-1.1143547816460881,2.2383743691614786,0.7548825201364434,0,0,0,0,0,0
4962,L52141,1,1.9473805070200358,1.8160764221102548,1.45711174682677,-1.5736582102856609,0.7863038825013811,0,0,0,0,0,0
4963,M19822,2,1.9973765406476855,1.8160764221102548,-0.4617266171529767,1.1248595893756042,0.8177252448663187,0,0,0,0,0,0
4964,L52143,1,1.9473805070200358,1.8160764221102548,1.3957535433274175,-1.5636265456029053,0.8648572884137251,0,0,0,0,0,0
4965,L52144,1,1.9473805070200358,1.8160764221102548,0.3526640838384274,-0.6106184007411204,0.8962786507786626,0,0,0,0,0,0
4966,M19825,2,1.8973844733924148,1.8160764221102548,-0.9749043191475601,0.9342579604032467,0.9277000131436003,0,0,0,0,0,0
4967,L52146,1,1.8973844733924148,1.748675536504726,1.4180656173271822,-1.1924549523409467,0.9748320566910067,0,0,0,0,0,0
4968,L52147,1,1.9473805070200358,1.748675536504726,-0.6290671721512104,1.3455562123962277,1.0062534190559442,0,0,0,0,0,0
4969,M19828,2,1.9473805070200358,1.8160764221102548,-0.2999640806546841,0.3323580794379088,1.0376747814208818,0,0,0,0,0,0
4970,L52149,1,1.9473805070200358,1.8160764221102548,-0.06010928515721578,-0.159193490017117,1.0848068249682883,0,0,0,0,0,0
4971,L52150,1,1.8973844733924148,1.748675536504726,0.1462773993406058,-0.399953442403252,1.1162281873332258,0,0,0,0,0,0
4972,L52151,1,1.8973844733924148,1.8160764221102548,1.6690764498245327,-1.2225499463892138,1.1476495496981634,0,0,0,0,0,0
4973,H34386,0,1.8973844733924148,1.748675536504726,1.5184699503261223,-1.5134682221891271,1.179070912063101,0,0,0,0,0,0
4974,L52153,1,1.8973844733924148,1.8160764221102548,-0.4338365246532711,-0.17925681938262783,1.2576243179754452,0,0,0,0,0,0
4975,L52154,1,1.8973844733924148,1.8160764221102548,-0.6960033941505039,0.17185144451381926,1.2890456803403827,0,0,0,0,0,0
4976,L52155,1,1.847388439764765,1.8160764221102548,-0.6290671721512104,0.5530547024585329,1.3204670427053202,0,0,0,0,0,0
4977,L52156,1,1.847388439764765,1.8160764221102548,-1.0027944116472658,1.686632811609919,1.3518884050702578,1,0,0,0,1,0
4978,L52157,1,1.847388439764765,1.8160764221102548,0.006826936842077707,0.4828330496792433,1.3833097674351955,0,0,0,0,0,0
4979,L52158,1,1.797392406137144,1.8160764221102548,-0.612333116651387,0.7737513254791571,1.414731129800133,0,0,0,0,0,0
4980,M19839,2,1.847388439764765,1.8160764221102548,0.40844426883783863,-0.3698584483549854,1.4461524921650706,0,0,0,0,0,0
4981,M19840,2,1.847388439764765,1.8834773077158218,0.8156396193335407,-0.8212833590789884,1.493284535712477,0,0,0,0,0,0
4982,M19841,2,1.847388439764765,1.8834773077158218,0.10723126984101794,-0.22941514279640599,1.5404165792598834,0,0,0,0,0,0
4983,L52162,1,1.847388439764765,2.018279078926917,1.5184699503261223,-1.5736582102856609,1.58754862280729,0,0,0,0,0,0
4984,L52163,1,1.8973844733924148,2.0856799645324844,1.8419950233227076,-1.4231832400443263,1.6189699851722275,0,0,0,0,0,0
4985,L52164,1,1.8973844733924148,2.0856799645324844,-1.5773303171412014,1.8772344405822765,1.650391347537165,1,0,0,0,1,0
4986,M19845,2,1.8973844733924148,2.018279078926917,1.3957535433274175,-1.653911527747706,1.6818127099021027,0,0,0,0,0,0
4987,L52166,1,1.847388439764765,1.9508781933213504,-0.20513776615568502,0.05147146832075141,-1.6959837443286894,0,0,0,0,0,0
4988,M19847,2,1.847388439764765,2.018279078926917,-1.3151634476439686,1.445872859223784,-1.6645623819637516,0,0,0,0,0,0
4989,L52168,1,1.8973844733924148,2.0856799645324844,5.344990641285733,-2.707236319437047,-1.6174303384163453,1,0,0,1,0,0
4990,L52169,1,1.9473805070200358,2.153080850138013,-0.22187182165550837,-0.2595101368446733,-1.5860089760514078,0,0,0,0,0,0
4991,L52170,1,1.9473805070200358,2.153080850138013,-0.8131417826492675,0.6533713492860893,-1.55458761368647,0,0,0,0,0,0
4992,M19851,2,1.9473805070200358,2.018279078926917,-0.35574426565409534,0.10162979173452956,-1.5231662513215325,0,0,0,0,0,0
4993,L52172,1,1.8973844733924148,1.9508781933213504,0.1909015473401348,-0.5403967479618307,-1.4760342077741262,0,0,0,0,0,0
4994,L52173,1,1.8973844733924148,1.9508781933213504,1.5630940983256514,-1.6338481983821946,-1.4446128454091884,0,0,0,0,0,0
4995,M19854,2,1.7473963725094943,1.748675536504726,0.5757848238360723,-1.0620433114651238,-1.413191483044251,0,0,0,0,0,0
4996,L52175,1,1.797392406137144,1.748675536504726,0.006826936842077707,-0.018750184458538297,-1.3660594394968446,0,0,0,0,0,0
4997,M19856,2,1.797392406137144,1.8834773077158218,-0.7740956531496797,0.3223264147551537,-1.3346380771319069,0,0,0,0,0,0
4998,M19857,2,1.797392406137144,1.8834773077158218,6.248629638276196,-2.8677429543611375,-1.2875060335845006,1,0,0,1,0,0
4999,M19858,2,1.797392406137144,1.8834773077158218,1.596562209325298,-1.4833732281408603,-1.240373990037094,0,0,0,0,0,0
5000,M19859,2,1.847388439764765,1.9508781933213504,-0.037797211157451285,0.13172478578279617,-1.1932419464896877,0,0,0,0,0,0
5001,L52180,1,1.847388439764765,1.8834773077158218,1.6356083388248859,-1.64387986306495,-1.1461099029422812,0,0,0,0,0,0
5002,M19861,2,1.797392406137144,1.8160764221102548,3.5432906658047503,-2.245779744030288,-1.1146885405773437,0,0,0,0,0,0
5003,L52182,1,1.847388439764765,1.8834773077158218,0.4921145463369555,-0.8313150237617443,-1.0675564970299374,0,0,0,0,0,0
5004,L52183,1,1.847388439764765,1.8834773077158218,-0.567708968651858,1.1348912540583593,-1.0361351346649996,0,0,0,0,0,0
5005,L52184,1,1.847388439764765,1.8834773077158218,-0.9749043191475601,0.6333080199205777,-1.004713772300062,0,0,0,0,0,0
5006,M19865,2,1.847388439764765,1.9508781933213504,-0.5286628391522702,1.2753345596169388,-0.9732924099351246,0,0,0,0,0,0
5007,M19866,2,1.847388439764765,1.8834773077158218,-0.9637482821476778,0.7336246667481341,-0.9261603663877181,0,0,0,0,0,0
5008,L52187,1,1.8973844733924148,1.9508781933213504,-0.5398188761521524,0.8339413135756903,-0.8790283228403117,0,0,0,0,0,0
5009,H34422,0,1.847388439764765,1.8834773077158218,-0.28323002515486073,0.28219975602413067,-0.8476069604753741,0,0,0,0,0,0
5010,L52189,1,1.847388439764765,1.8834773077158218,-0.0879993776569214,0.07153479768626296,-0.7690535545630302,0,0,0,0,0,0
5011,L52190,1,1.847388439764765,1.8834773077158218,0.02356099234190108,-0.16922515469987276,-0.7376321921980925,0,0,0,0,0,0
5012,M19871,2,1.847388439764765,1.8834773077158218,0.5311606758365434,-0.6206500654238761,-0.7062108298331549,0,0,0,0,0,0
5013,M19872,2,1.8973844733924148,1.9508781933213504,1.5407820243258867,-1.2225499463892138,-0.6590787862857486,0,0,0,0,0,0
5014,M19873,2,1.8973844733924148,1.9508781933213504,0.3080399358388984,-0.48020675986529676,-0.6119467427383422,0,0,0,0,0,0
5015,L52194,1,1.8973844733924148,2.018279078926917,-0.48403869115274123,-0.13913016065160544,-0.5648146991909357,0,0,0,0,0,0
5016,L52195,1,1.9473805070200358,2.018279078926917,1.2284129883291839,-1.16235995829268,-0.5333933368259981,0,0,0,0,0,0
5017,L52196,1,1.9473805070200358,2.018279078926917,-0.7294715051501507,0.7536879961136456,-0.5019719744610606,0,0,0,0,0,0
5018,L52197,1,1.9473805070200358,2.018279078926917,-0.3111201176545664,0.5028963790447548,-0.4705506120961229,0,0,0,0,0,0
5019,M19878,2,1.9473805070200358,2.018279078926917,0.45306841683736765,-0.33976345430671806,-0.43912924973118533,0,0,0,0,0,0
5020,M19879,2,1.9973765406476855,2.0856799645324844,-0.40594643215356546,-0.04884517850680491,-0.3919972061837789,0,0,0,0,0,0
5021,L52200,1,2.047372574275335,2.0856799645324844,0.09607523284113569,-0.3698584483549854,-0.3448651626363725,0,0,0,0,0,0
5022,L52201,1,1.9973765406476855,2.018279078926917,-1.0529965781467359,2.1179943929684115,-0.3134438002714349,0,0,0,0,0,0
5023,L52202,1,1.9973765406476855,2.0856799645324844,-0.7517835791499151,0.7135613373826232,-0.28202243790649734,0,0,0,0,0,0
5024,M19883,2,1.9973765406476855,2.018279078926917,0.20205758434001705,-0.5504284126445864,-0.25060107554155975,0,0,0,0,0,0
5025,L52204,1,1.9473805070200358,2.0856799645324844,0.559050768336249,-1.1021699701961463,-0.2034690319941533,0,0,0,0,0,0
5026,M19885,2,1.9473805070200358,2.0856799645324844,-0.3669003026539776,0.28219975602413067,-0.17204766962921572,0,0,0,0,0,0
5027,L52206,1,1.9473805070200358,2.153080850138013,-0.3222761546544486,0.0013131449069732513,-0.12491562608180933,0,0,0,0,0,0
5028,L52207,1,1.9973765406476855,2.2204817357435798,-1.3653656141434387,1.4659361885892956,-0.09349426371687172,0,0,0,0,0,0
5029,M19888,2,1.9473805070200358,2.153080850138013,0.5088486018367788,-1.0720749761478792,-0.06207290135193413,0,0,0,0,0,0
5030,M19889,2,1.9473805070200358,2.153080850138013,0.47538049083713213,-0.018750184458538297,-0.014940857804527726,0,0,0,0,0,0
5031,M19890,2,1.9473805070200358,2.0856799645324844,-0.567708968651858,0.8339413135756903,0.03219118574287867,0,0,0,0,0,0
5032,M19891,2,1.8973844733924148,2.018279078926917,-0.13820154415639152,0.5028963790447548,0.07932322929028507,0,0,0,0,0,0
5033,M19892,2,1.9973765406476855,2.0856799645324844,0.8658417858330109,-0.8614100178100111,0.12645527283769148,0,0,0,0,0,0
5034,L52213,1,1.9973765406476855,2.0856799645324844,0.1406993808406647,1.0947645953273368,0.17358731638509786,0,0,0,0,0,0
5035,M19894,2,1.9473805070200358,2.0856799645324844,-0.13820154415639152,0.11166145641728534,0.20500867875003548,0,0,0,0,0,0
5036,M19895,2,1.9973765406476855,2.153080850138013,-0.21629380315556726,0.06150313300350718,0.2521407222974419,0,0,0,0,0,0
5037,L52216,1,1.9973765406476855,2.153080850138013,0.425178324337662,-0.21938347811365091,0.29927276584484824,0,0,0,0,0,0
5038,M19897,2,2.047372574275335,2.153080850138013,0.2634157878393694,0.11166145641728534,0.3306941282097859,0,0,0,0,0,0
5039,L52218,1,2.047372574275335,2.2204817357435798,1.0778064888307735,-1.1523282936099244,0.37782617175719224,0,0,0,0,0,0
5040,H34453,0,2.047372574275335,2.2204817357435798,0.8379516933333052,-0.7510617062996991,0.4092475341221299,0,0,0,0,0,0
5041,H34454,0,2.047372574275335,2.153080850138013,0.2634157878393694,-0.5403967479618307,0.4878009400344739,0,0,0,0,0,0
5042,L52221,1,1.9973765406476855,2.153080850138013,-1.2538052441446164,0.7135613373826232,0.5663543459468179,0,0,0,0,0,0
5043,L52222,1,2.047372574275335,2.153080850138013,0.1685894733403703,-0.42001677176876356,0.5977757083117554,0,0,0,0,0,0
5044,L52223,1,2.047372574275335,2.153080850138013,-0.39479039515368325,-0.05887684318956068,0.6291970706766931,0,0,0,0,0,0
